"Ticker";"Sector";"Sector_ETF";"Price";"ATR_pct";"Long_Score";"Long_Signal";"Long_Entry";"Long_Stop";"Long_Target";"Short_Score";"Short_Signal";"Short_Entry";"Short_Stop";"Short_Target";"BOT_Score";"BOT_Setup";"BOT_Breakout";"BOT_Squeeze";"BOT_VolDec";"BOT_VolSurge";"BOT_Flags";"ADX10";"RSI14";"RSI_slope";"MA50_dist";"OBV_rising";"UpDn_ratio";"RS_vs_ETF";"Macro_Note";"Sector_Long_Gate";"Sector_Short_Gate";"Best_Signal";"IV30";"RV30";"IVP";"RVP";"VRP";"Optionality";"TermStr";"Vol_Date";"Composite";"Gate_Tech";"Gate_Opt";"All_Gates";"Rank"
"LRCX";"Technology";"XLK";272,41;4,35;9;"WATCH";272,95;227,06;387,68;2;"SKIP";271,87;231,65;372,4;7;4;3;0,943;0,979;0,83;"S:4/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:-";29;69,6;18;18,8;TRUE;11,82;17,7;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"MRVL";"Technology";"XLK";133,83;4,48;9;"WATCH";134,1;89,54;245,48;2;"SKIP";133,56;91,35;239,09;8;4;4;0,84;1,191;1,31;"S:4/6 BK:4/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:+";39,3;81,6;12,6;48;TRUE;16,33;39,7;"";TRUE;FALSE;"SKIP";51;62,3;34,2;44;-11,2;"PASS";"Contango";"20260324 08:09";9;TRUE;TRUE;TRUE;""
"MS";"Financial";"XLF";183,34;2,95;9;"WATCH";183,71;167,15;225,09;3;"SKIP";182,97;170,53;214,08;8;4;4;0,883;0,935;1,25;"S:4/6 BK:4/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:+";28,4;72;15,5;8,6;TRUE;5,66;12,7;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"NEM";"Basic Materials";"XLB";119,3;4,06;9;"WATCH";119,54;114,15;133,01;3;"SKIP";119,06;116,46;125,57;6;3;3;0,735;1,104;0,6;"S:3/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:-";25,1;59,1;2,9;3,5;TRUE;5,25;3;"";TRUE;FALSE;"SKIP";54,2;58,8;89,5;95,6;-4,6;"FAIL";"Backwardation";"20260323 09:27";9;TRUE;FALSE;FALSE;""
"NFLX";"Technology";"XLK";106,28;2,64;9;"WATCH";106,49;89,65;148,6;2;"SKIP";106,07;91,46;142,59;9;6;3;0,503;0,799;1,11;"S:6/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";45,2;77,3;12;17,4;TRUE;5,17;5,2;"";TRUE;FALSE;"SKIP";41,3;46,2;72,7;82,9;-4,9;"FAIL";"Backwardation";"20260324 08:11";9;TRUE;FALSE;FALSE;""
"PG";"Consumer non cyclical";"XLP";144,38;1,83;3;"SKIP";144,67;151,21;128,31;9;"WATCH";144,09;154,27;118,65;1;1;0;0,48;1,028;0,59;"S:1/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";27,7;43,3;12,6;-5,5;FALSE;0,44;-1;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"PNC";"Financial";"XLF";221,2;2,36;9;"WATCH";221,64;215,03;238,17;3;"SKIP";220,76;219,37;224,22;6;3;3;0,704;0,963;1,07;"S:3/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:-";24,5;62,7;4,9;1,8;TRUE;4,24;5,2;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"ROK";"Industrial";"XLI";405,27;2,86;9;"WATCH";406,08;380,95;468,9;3;"SKIP";404,46;388,65;443,98;7;4;3;0,993;0,776;0,72;"S:4/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";32,9;67,5;17,5;5,3;TRUE;5,27;6,9;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"SAP";"Technology";"XLK";167,81;3,44;3;"SKIP";168,15;186,83;121,44;9;"SKIP";167,47;190,6;109,65;0;0;0;0,712;0,957;1;"S:0/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";31,4;37,3;4,4;-11,1;FALSE;0,52;-18,9;"";TRUE;FALSE;"SKIP";42,9;34,7;98,4;70,6;8,2;"FAIL";"Backwardation";"20260324 08:16";9;FALSE;FALSE;FALSE;""
"TFC";"Financial";"XLF";49,53;2,44;9;"WATCH";49,63;48,43;52,63;3;"SKIP";49,43;49,41;49,49;6;3;3;0,749;1,039;0,67;"S:3/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:-";31,9;61;3,5;1,3;TRUE;5,1;6,2;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"UNH";"Healthcare";"XLV";314,19;2,8;9;"SKIP";314,82;281,3;398,61;3;"SKIP";313,56;286,98;380;6;3;3;1;1,067;0,62;"S:3/6 BK:3/4 | S1:+ S2:+ S3:+ S4:- S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:-";40,6;68,4;1,3;10,6;FALSE;4,7;11,5;"";FALSE;FALSE;"SKIP";43,7;28,4;83,8;19,4;15,4;"FAIL";"Backwardation";"20260323 09:36";9;FALSE;FALSE;FALSE;""
"UNP";"Industrial";"XLI";252,04;1,78;9;"WATCH";252,54;248,92;261,6;3;"SKIP";251,54;253,95;245,5;8;5;3;0,577;0,849;0,82;"S:5/6 BK:3/4 | S1:+ S2:+ S3:- S4:+ S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";29,6;61,5;9,5;0,2;TRUE;9,64;-0,3;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"USB";"Financial";"XLF";56,09;2,42;9;"WATCH";56,2;54,28;61,02;3;"SKIP";55,98;55,37;57,49;7;3;4;0,709;0,965;1,53;"S:3/6 BK:4/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:+";25,9;63,9;7,6;2,3;TRUE;3,07;4,6;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"VMC";"Basic Materials";"XLB";296,86;2,58;9;"WATCH";297,45;287,61;322,06;3;"SKIP";296,27;293,42;303,37;7;4;3;0,706;0,946;0,45;"S:4/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";33,5;64,1;13,5;2,2;TRUE;2,44;6,3;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"WMT";"Consumer non cyclical";"XLP";125,05;2,33;9;"SKIP";125,3;124,4;127,54;3;"SKIP";124,8;126,92;119,5;6;4;2;0,7;0,837;0,81;"S:4/6 BK:2/4 | S1:- S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:- BK4:-";13,7;50,8;4,6;-0,5;TRUE;2,48;3,4;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;FALSE;FALSE;FALSE;""
"AEM";"Precious Metals";"GLD";219,94;4,02;8;"SKIP";220,38;210,77;244,4;3;"SKIP";219,5;215,03;230,68;7;4;3;0,594;1,074;0,62;"S:4/6 BK:3/4 | S1:+ S2:+ S3:+ S4:- S5:+ S6:- | BK1:+ BK2:+ BK3:+ BK4:-";19,5;59,6;6,5;3,3;FALSE;3,28;8;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"ALB";"Basic Materials";"XLB";189,86;4,86;8;"WATCH";190,24;169,82;241,29;3;"SKIP";189,48;173,25;230,06;7;4;3;0,707;0,835;0,96;"S:4/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";15,1;62,7;11,5;10,7;TRUE;1,88;11,6;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"AMD";"Technology";"XLK";246,83;4;8;"WATCH";247,32;207,15;347,75;3;"SKIP";246,34;211,34;333,84;7;4;3;0,925;0,908;0,67;"S:4/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";27,6;70,8;11,8;18;TRUE;7,33;21,2;"";TRUE;FALSE;"SKIP";53,8;52,2;59;45;1,6;"FAIL";"NO DATA";"20260326 19:25";8;TRUE;FALSE;FALSE;""
"AMZN";"Communications";"XLC";249,02;2,78;8;"SKIP";249,52;211,42;344,75;3;"SKIP";248,52;215,7;330,59;8;4;4;0,944;0,86;1,57;"S:4/6 BK:4/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:+";27,2;76,3;22,6;16,6;TRUE;14,2;16,5;"";FALSE;FALSE;"SKIP";31;30,6;46,2;40,1;0,4;"PASS";"Contango";"20260324 07:43";8;FALSE;TRUE;FALSE;""
"BA";"Defence";"ITA";223,77;2,95;8;"SKIP";224,22;218,34;238,92;4;"SKIP";223,32;222,75;224,76;6;3;3;0,648;0,996;0,74;"S:3/6 BK:3/4 | S1:+ S2:- S3:+ S4:- S5:+ S6:- | BK1:+ BK2:+ BK3:+ BK4:-";31,2;60,3;10;1,5;FALSE;5,63;3,7;"";FALSE;FALSE;"SKIP";39,8;33,2;93;76,2;6,6;"FAIL";"Backwardation";"20260323 09:11";8;FALSE;FALSE;FALSE;""
"CAG";"Agricultural";"MOO";14,28;3,72;3;"SKIP";14,31;17,21;7,05;8;"SKIP";14,25;17,56;5,98;1;1;0;0,389;1,118;1,04;"S:1/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";49,7;26,2;-10,4;-17,9;FALSE;0,31;-12,4;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"CDE";"Precious Metals";"GLD";21,17;6,38;8;"SKIP";21,21;21,05;21,63;4;"SKIP";21,13;21,47;20,27;6;3;3;0,48;1,317;0,43;"S:3/6 BK:3/4 | S1:- S2:- S3:+ S4:+ S5:+ S6:- | BK1:+ BK2:+ BK3:+ BK4:-";20,6;57,1;11;-0,4;TRUE;4,18;4,4;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"CF";"Agricultural";"MOO";118,96;6,35;5;"WATCH";119,2;111,32;138,9;8;"TRADE";118,72;113,56;131,62;3;3;0;0,641;1,181;0,59;"S:3/6 BK:0/4 | S1:+ S2:+ S3:- S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";23,3;46,6;-16,5;5,8;FALSE;0,65;-4,3;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"CL";"Consumer non cyclical";"XLP";84,16;2,15;3;"SKIP";84,33;89,8;70,65;8;"WATCH";83,99;91,61;64,94;2;1;1;0,518;0,955;1,25;"S:1/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:+";31,6;40,1;7,6;-7,2;FALSE;0,78;-2,7;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"DG";"Consumer cyclical";"XLY";119,59;3,69;4;"SKIP";119,83;135,87;79,72;8;"SKIP";119,35;138,62;71,18;2;1;1;0,475;1,067;0,76;"S:1/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:+ S6:- | BK1:- BK2:+ BK3:- BK4:-";41,7;40,2;2,1;-12,9;FALSE;1,37;-15,1;"";TRUE;FALSE;"SKIP";31,9;27,7;98,7;85,2;4,2;"FAIL";"Backwardation";"20260327 19:30";8;FALSE;FALSE;FALSE;""
"DHR";"Healthcare";"XLV";198,61;2,65;8;"SKIP";199,01;198,84;199,44;4;"SKIP";198,21;202,85;186,61;7;4;3;0,612;0,943;0,87;"S:4/6 BK:3/4 | S1:- S2:- S3:+ S4:+ S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";22,9;55,3;11;-1,1;TRUE;2,72;5,2;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"DUOL";"Technology";"XLK";91,46;6,51;3;"SKIP";91,64;102,8;63,74;8;"SKIP";91,28;104,88;57,27;2;2;0;0,649;0,585;1,07;"S:2/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";16,7;39,3;-2,7;-11,9;FALSE;0,49;-16,7;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"ECL";"Basic Materials";"XLB";273,13;2,29;5;"WATCH";273,68;279,8;258,36;7;"TRADE";272,58;285,45;240,41;4;1;3;0,429;1,029;0,75;"S:1/6 BK:3/4 | S1:- S2:- S3:- S4:- S5:+ S6:- | BK1:+ BK2:+ BK3:+ BK4:-";25,5;50,7;11,8;-3,4;FALSE;1,95;-5,3;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"EQX";"Precious Metals";"GLD";15,64;5,3;8;"SKIP";15,67;15,16;16,96;3;"SKIP";15,61;15,46;15,97;7;4;3;0,563;1,044;0,71;"S:4/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:+ S6:- | BK1:+ BK2:+ BK3:+ BK4:-";19,8;57,6;5,6;2,2;TRUE;2,43;8,4;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"GD";"Defence";"ITA";339,88;2,22;4;"SKIP";340,56;347,85;322,33;8;"SKIP";339,2;354,88;300;1;0;1;0,76;1,047;0,84;"S:0/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:- S6:- | BK1:- BK2:+ BK3:- BK4:-";33,2;42,2;-5,2;-3,3;FALSE;1,12;-5,2;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"GIS";"Consumer non cyclical";"XLP";34,7;2,89;3;"SKIP";34,77;41,29;18,47;8;"WATCH";34,63;42,12;15,9;1;1;0;0,41;1,174;0,73;"S:1/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";59,5;24,2;-6,6;-16,8;FALSE;0,89;-6,8;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"HII";"Defence";"ITA";398,07;3,37;4;"SKIP";398,87;409,28;372,84;8;"SKIP";397,27;417,55;346,59;2;1;1;0,716;0,918;0,59;"S:1/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:-";24,7;47,1;-1,5;-3,7;FALSE;2,76;-5,6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"HL";"Precious Metals";"GLD";19,69;6,08;8;"SKIP";19,73;20,64;17,45;5;"SKIP";19,65;21,06;16,14;6;3;3;0,536;0,843;0,84;"S:3/6 BK:3/4 | S1:- S2:- S3:+ S4:- S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";20,3;50,7;2,5;-5,6;FALSE;3,11;2,4;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"IBB";"Consumer non cyclical";"XLP";175,85;2,1;8;"SKIP";176,2;168,53;195,37;3;"SKIP";175,5;171,94;184,4;7;4;3;0,886;0,878;0,63;"S:4/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";15,2;61,9;10,4;3,3;TRUE;1,74;9,3;"";FALSE;TRUE;"SKIP";27;21,8;90,9;71;5,2;"FAIL";"Backwardation";"20260324 08:05";8;FALSE;FALSE;FALSE;""
"IR";"Industrial";"XLI";88,32;3,35;8;"WATCH";88,5;87,59;90,76;4;"SKIP";88,14;89,36;85,1;8;4;4;0,546;0,741;1,25;"S:4/6 BK:4/4 | S1:- S2:- S3:+ S4:+ S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:+";32,2;59,1;19,3;-0,2;TRUE;2,38;1;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"ITW";"Industrial";"XLI";272,25;2,14;8;"WATCH";272,79;274,36;268,89;4;"SKIP";271,71;279,9;251,22;7;4;3;0,433;0,86;0,81;"S:4/6 BK:3/4 | S1:- S2:+ S3:- S4:+ S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";37;55,1;17,1;-1,8;TRUE;3,18;-3;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"KR";"Consumer non cyclical";"XLP";67,19;3,12;4;"SKIP";67,32;69,65;61,51;8;"WATCH";67,06;71,06;57,05;2;2;0;0,891;0,896;0,87;"S:2/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";25,1;37,3;-16,2;-4,5;FALSE;0,28;-5,7;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"LDOS";"Defence";"ITA";156,17;2,81;4;"SKIP";156,48;168,75;125,81;8;"SKIP";155,86;172,16;115,1;3;2;1;0,649;0,906;0,82;"S:2/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-";44,2;39,7;1,7;-8,4;FALSE;1,76;-7,9;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"LW";"Agricultural";"MOO";43,73;3,56;7;"WATCH";43,82;44,13;43,03;5;"WATCH";43,64;45,02;40,19;5;2;3;0,5;1,397;0,5;"S:2/6 BK:3/4 | S1:- S2:- S3:+ S4:- S5:+ S6:- | BK1:+ BK2:+ BK3:+ BK4:-";24,8;56,6;13,2;-1,9;FALSE;3,7;8,2;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"MOS";"Agricultural";"MOO";23,94;5,48;3;"SKIP";23,99;27,03;16,38;8;"SKIP";23,89;27,58;14,68;0;0;0;0,689;1,112;1,01;"S:0/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";11,6;38,8;-10,3;-12,3;FALSE;0,72;-15;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"MSFT";"Technology";"XLK";393,11;2,28;8;"WATCH";393,9;388,24;408,05;5;"WATCH";392,32;396,08;382,94;5;2;3;0,848;0,905;1,14;"S:2/6 BK:3/4 | S1:+ S2:- S3:- S4:- S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";28;57,7;19;0,2;FALSE;1,4;-8,2;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"NLR";"Energy";"XLE";141,36;3,56;8;"SKIP";141,64;138,84;148,65;3;"SKIP";141,08;141,65;139,65;9;5;4;0,577;0,839;1,63;"S:5/6 BK:4/4 | S1:+ S2:- S3:+ S4:+ S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:+";18,8;56,7;13,2;0,8;TRUE;2,47;5,9;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"NTR";"Agricultural";"MOO";73,62;3,72;4;"SKIP";73,77;73,45;74,57;8;"SKIP";73,47;74,93;69,83;2;2;0;0,592;1,01;0,57;"S:2/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";16;46,5;-7,5;-0,8;FALSE;0,66;-6,9;"";TRUE;FALSE;"SKIP";39,1;35,7;95,8;90,5;3,4;"FAIL";"Backwardation";"20260323 09:29";8;FALSE;FALSE;FALSE;""
"NVDA";"Technology";"XLK";189,31;2,79;8;"WATCH";189,69;180,19;213,43;4;"SKIP";188,93;183,83;201,67;6;3;3;0,771;0,929;0,79;"S:3/6 BK:3/4 | S1:+ S2:- S3:- S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";20,7;62;12,6;4;TRUE;7,2;-1,4;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"OR";"Consumer non cyclical";"XLP";40,11;4,61;8;"SKIP";40,19;40,33;39,84;4;"SKIP";40,03;41,15;37,24;5;3;2;0,646;1,117;0,48;"S:3/6 BK:2/4 | S1:- S2:- S3:+ S4:+ S5:+ S6:- | BK1:- BK2:+ BK3:+ BK4:-";21,5;53,9;0;-1,5;TRUE;3,48;3,8;"";FALSE;TRUE;"SKIP";35,5;34,4;97,7;89;1;"FAIL";"Backwardation";"20260324 08:15";8;FALSE;FALSE;FALSE;""
"PM";"Consumer non cyclical";"XLP";159,47;2,79;4;"SKIP";159,79;171,63;130,18;8;"WATCH";159,15;175,1;119,28;3;2;1;0,634;0,895;0,92;"S:2/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-";42,6;40,4;5,8;-8;FALSE;1,14;-4,6;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"PSX";"Energy";"XLE";158,76;3,86;4;"SKIP";159,08;163,72;147,47;8;"WATCH";158,44;167,03;136,98;1;1;0;0,822;1,102;0,67;"S:1/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";38,5;36,3;-16,2;-4;FALSE;0,32;-5,1;"";FALSE;TRUE;"SKIP";35,7;41,3;82,9;88,4;-5,6;"PARTIAL";"Backwardation";"20260414 18:45";8;TRUE;TRUE;TRUE;""
"RGLD";"Precious Metals";"GLD";271,52;3,8;8;"SKIP";272,06;263,24;294,12;4;"SKIP";270,98;268,56;277,02;5;2;3;0,685;1,236;0,6;"S:2/6 BK:3/4 | S1:+ S2:- S3:+ S4:- S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:-";24,2;58,7;5,2;2,1;FALSE;1,95;11,8;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"SLV";"Precious Metals";"GLD";72,04;4,77;8;"SKIP";72,18;70,96;75,24;3;"SKIP";71,9;72,39;70,65;8;5;3;0,536;0,655;0,79;"S:5/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";18,2;55,7;11,2;0,5;TRUE;2,28;1,7;"";FALSE;FALSE;"SKIP";68,8;71,9;85,1;84,9;-3,1;"FAIL";"Backwardation";"20260324 08:18";8;FALSE;FALSE;FALSE;""
"STNG";"Energy";"XLE";73,55;4,27;8;"SKIP";73,7;71,64;78,83;4;"SKIP";73,4;73,09;74,18;4;4;0;0,768;1,073;0,77;"S:4/6 BK:0/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";24,6;50;-3,7;1,6;TRUE;0,86;10,9;"";FALSE;TRUE;"SKIP";46,8;40,2;77,7;63,1;6,6;"FAIL";"Contango";"20260323 09:34";8;FALSE;FALSE;FALSE;""
"SU";"Industrial";"XLI";63,56;3,07;8;"WATCH";63,69;58,93;75,59;4;"SKIP";63,43;60,12;71,72;6;5;1;0,544;0,985;0,7;"S:5/6 BK:1/4 | S1:+ S2:+ S3:+ S4:+ S5:+ S6:- | BK1:- BK2:+ BK3:- BK4:-";31,5;53,4;-21,7;6,8;TRUE;1,28;0,5;"";TRUE;FALSE;"SKIP";40,8;41,9;96,4;82,9;-1,1;"FAIL";"Backwardation";"20260324 08:20";8;TRUE;FALSE;FALSE;""
"SYY";"Consumer non cyclical";"XLP";74,04;3,04;4;"SKIP";74,19;82,38;53,7;8;"WATCH";73,89;84,05;48,5;1;0;1;0,723;1,334;0,95;"S:0/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:- S6:- | BK1:- BK2:+ BK3:- BK4:-";46,9;38,5;6;-11;FALSE;2,7;-8,3;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"TGT";"Consumer non cyclical";"XLP";119,53;2,7;8;"SKIP";119,77;115,82;129,65;4;"SKIP";119,29;118,16;122,13;5;4;1;0,79;0,903;0,93;"S:4/6 BK:1/4 | S1:+ S2:+ S3:+ S4:- S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:-";20,2;52;-3,4;2,2;FALSE;1,54;6,2;"";FALSE;TRUE;"SKIP";32,2;34;34;60,2;-1,8;"PASS";"Contango";"20260327 19:31";8;FALSE;TRUE;FALSE;""
"TMUS";"Communications";"XLC";190;2,76;4;"SKIP";190,38;207,36;147,93;8;"SKIP";189,62;211,55;134,8;1;1;0;0,825;0,964;1,11;"S:1/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";36,2;26,9;-10,3;-9,3;FALSE;0,09;-12,6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
